Title,ISBN,SKU,Status,Format,Language,Series Name,Series Number,Edition Name,Edition Number,Contributor 1 Name,Contributor 2 Name,Contributor 3 Name,Contributor 1 Role,Contributor 2 Role,Contributor 3 Role,Contributor 1 Bio,Contributor 2 Bio,Contributor 3 Bio,BISAC 1,BISAC 1 Description,BISAC 2,BISAC 2 Description,BISAC 3,BISAC 3 Description,Imprint,Audience,Regional Subject,Thema,Table of Contents,Review Quotes,Full Description,Short Description,Keywords,Booktype,Page Count,Look Inside,Large Text,Right to Left Binding,Pub Date,Street Date,US List,UK List,CA List,EU List,AU List,US Discount,UK Discount,CA Discount,EU Discount,AU Discount,US Returns,UK Returns,CA Returns,EU Returns,AU Returns,IN List,RU List,SP List,SK List,DE List,BR List,JP List,IT List,CH List,PL List,IN Discount,RU Discount,SP Discount,SK Discount,DE Discount,BR Discount,JP Discount,IT Discount,CH Discount,PL Discount,US Agency,UK Agency,CA Agency,EU Agency,AU Agency,US Library,UK Library,CA Library,EU Library,AU Library,Distribution Y/N,Publisher Account #,Publisher Name,Promo Code,Gap List Price,Gap Discount,Gap Return Flag,Ingram Only List Price,Ingram Only Discount,Ingram Only Return Flag,Production Date,Last Modified Date,BookTypeId,Setup,Parent Customer Name,Sharjah List Price,Sharjah Discount,Sharjah Return Flag,Weight,Ean,isbn_10_bak,isbn_13,amazon_buy_link
The Influence of Maritime Theorists Alfred Thayer Mahan and Sir Julian Corbett on the Development of German Naval Strategy 1930-1936,9.78161E+12,1608880281,Available for Printing/Download,Perfect Bound,ENG,,,,0,"Cribbs, Donald",,,Author,,,,,,HIS027150,HISTORY / Military / Naval,HIS027100,HISTORY / Wars & Conflicts / World War II / General,TEC025000,TECHNOLOGY & ENGINEERING / Military Science,Nimble Books LLC,,,,,,At the end of World War I  and upon the signing of the Treaty of Versailles  the German Armed Forces had been drastically reduced by the Allies. The German Navy was stripped of its battleships  submarines  and aircraft. The effort to rebuild began immediately following the war. The decision about what direction and shape the Navy would take was influenced by several factors. The German Navy's anticipated enemy  the restrictions of the Treaty of Versailles  and the political situation all played a part in the development of the post-World War I German Navy. At least as important as any of these factors was the influence of two prominent naval theorists  A.T. Mahan  and Sir Julian Corbett. This thesis examined the extent that the theories of Mahan and Corbett influenced the development of German Naval Strategy between 1930 and 1936. The period includes the remnants of the Weimar Republic  the ascension of Adolf Hitler  and the signing of the Anglo-German Naval agreement in 1935  and finally the first of naval developments after the treaty. <p>Understanding the role of Mahan in the development of the Kriegsmarine is essential for any student of modern naval history.<p>,,,B&W 8.25 x 11 in or 280 x 210 mm Perfect Bound on White w/Gloss Lam,70,,N,,6-Jul-10,5-Apr-10,17.99,13.99,22.99,15.99,23.99,40,40,40,40,40,Yes-Destroy,Yes-Destroy,Yes-Destroy,Yes-Destroy,Yes-Destroy,17.99,,16.55,17.99,17.99,17.99,16.55,16.55,17.99,17.99,30,,20,30,30,30,20,20,30,30,,,,,,,,,,,Y,6024045,W. Frederick Zimmerman,,,,,,,,5-Apr-10,17-Nov-23,6,1-Apr-10,,,,,0.4,9.78E+12,1608880281,9.78161E+12,https://www.amazon.com/dp/1608880281?tag=ai4bookloversgpt-20
Packed and Loaded: Conversations with James M. Cain,9.78161E+12,1608880478,Available for Printing/Download,Perfect Bound,ENG,,,,0,"Cain, James M.","McAleer, John",,Author,Author,,,,,FIC022010,FICTION / Mystery & Detective / Hard-Boiled,,,,,Nimble Books LLC,,,,,,"In these never-before-published interviews  the author of Double Indemnity  The Postman Always Rings Twice  and Mildred Pierce  discusses his first notions to be a writer  his newspaper days  his Hollywood years  and Marilyn Monroe with brutal honesty and in a tone and vernacular that only a master like Cain could command. Also in this critical  tell-it-like-it-is study  Cain reveals his thoughts on Hemingway  Fitzgerald  Arthur Miller  Hammett  Chandler  and  in his eighty-fifth year  what he planned for his future.Packed and Loaded is James M. Cain ""unplugged""  at his finest. The manuscript is seasoned with original epigraphs about this major American writer from masters like Elmore Leonard  Sue Grafton  Robert B. Parker  Dennis Lehane  Peter Lovesey  Phil Lovesey  Edward D. Hoch  Katherine Hall Page  Robin Moore  William G. Tapply  and the grand master of mystery himself  Rex Stout.<p>John McAleer graduated from Harvard University with a Ph.D. in English Literature and was the author of over a dozen books  including an Edgar Award-winning biography of Rex Stout. He was nominated for the Pulitzer Prize for his biography of Emerson. He wrote critically-acclaimed studies of Thoreau and Dreiser  as well as a definitive novel on the Korean War  Unit Pride. <p>",,,B&W 5 x 8 in or 203 x 127 mm Perfect Bound on White w/Gloss Lam,90,,N,,1-Jul-10,1-Jun-10,16.99,12.99,20.99,14.99,22.99,40,40,40,40,40,Yes-Destroy,Yes-Destroy,Yes-Destroy,Yes-Destroy,Yes-Destroy,16.99,,15.38,16.99,16.99,16.99,15.38,15.38,16.99,16.99,30,,20,30,30,30,20,20,30,30,,,,,,,,,,,Y,6024045,W. Frederick Zimmerman,,,,,,,,1-Jun-10,17-Nov-23,20,26-May-10,,,,,0.219,9.78E+12,1608880478,9.78161E+12,https://www.amazon.com/dp/1608880478?tag=ai4bookloversgpt-20
Cold War Saga,9.78161E+12,1608880095,Available for Printing/Download,Perfect Bound,ENG,,,,0,"Jenkins, Kempton",,,Author,,,,,,HIS037070,HISTORY / Modern / 20th Century / General,HIS037000,HISTORY / World,,,Nimble Books LLC,,,,,,"For years  historians have dug into the archives  exploring the nuances of how the cold war was fought. But there is no substitute for the first-person testimony of the man who was there--in the pit--in the head-to-head confrontations in Moscow and Berlin and the Third World  in the decades when East and West struggled for supremacy. Kempton Jenkins was there at every turn; his memoir is a unique personal story as well as a valuable document in diplomatic history.""-Ernest  B. Furgueson  former Bureau Chief of the Baltimore Sun Moscow  Saigon and Washington  DC offices<p>""As a Foreign Service veteran  I know a good FSO when I see one. Kempton Jenkins was one of the best (as he notes  at one point I tried to hire him).  ""Jenks'"" voyage through a varied and stimulating career takes us from Asia to Berlin to Moscow to South America and to three different agencies  State  Commerce and USIA. <p>Each assignment has its special challenges  which come to life under Kempton's facile pen.  He highlights the issues and introduces the reader to the players  some good some bad.  Yet Kempton demonstrates that our diplomacy worked; we more than coped.  We shaped events.  Reading his book is the closest you can become to being an FSO during an exciting and crucial period in our diplomacy.""-Frank Carlucci<p>""Cold War Saga provides a fascinating insider's view  enriched by personal experience.  Jenkins' portraits of key cold war personalities  with whom he worked-Ambassador Llewellyn Thompson  Henry Kissinger  and Soviet Ambassador Dobryin-are especially revealing.  A great read!- Helen Thomas<p>To us veterans of the Cold War's diplomatic front lines  Kempton Jenkins tells it like it was.  He names the key players  gives a keen insight into their character  and shows why some were heroes and some villains. Cold War Saga is an absorbing read. If you fought with Jenks in the political trenches it will stir fond memories. If you didn't  it will take you there  and you won't forget where you've been or what was at stake. -Jack F. Matlock  Jr.  U.S. Ambassador to the USSR  1987-1991. <p>",,,B&W 6 x 9 in or 229 x 152 mm Perfect Bound on White w/Gloss Lam,452,,N,,30-Jun-10,13-May-10,22.99,16.99,28.99,20.99,30.99,40,40,40,40,40,No,No,No,No,No,22.99,,20.94,22.99,22.99,22.99,20.94,20.94,22.99,22.99,30,,20,30,30,30,20,20,30,30,,,,,,,,,,,Y,6024045,W. Frederick Zimmerman,,,,,,,,13-May-10,17-Nov-23,23,11-May-10,,,,,1.327,9.78E+12,1608880095,9.78161E+12,https://www.amazon.com/dp/1608880095?tag=ai4bookloversgpt-20
Ultimate Guide to Harry Potter Fandom: Book One,9.78161E+12,1608880656,Title has expired,Perfect Bound,ENG,,,,0,,,,,,,,,,,,,,,,Nimble Books LLC,,,,,,"A fandom is a unique subculture of people who share a common interest and gather to celebrate that interest. Characterized by a feeling of closeness and familiarity  fandom is a social network of devotees who bond through the love of a particular subject. A fandom can be small  revolving around an obscure musician  or it can be huge  focusing on a worldwide phenomenon.<p>""I now know there is a heaven. I wasn't sure before  but now I am certain. I have been there. I have experienced it. Heaven is the Harry Potter fandom. Heaven is laughing  hugging  and just BEING together. Without a doubt  there is NOTHING on earth that could possibly compete with the feeling of love  family  and companionship I experienced in the HP fandom."" Pattie Beaven  Wrock the Boat cruise director<p>The Harry Potter fandom is vast. It ranges throughout the world  with thousands of people involved. The fandom is as unique as the fans themselves and the creativity Potter has inspired. From the books  movies  collectibles  candies  Web sites  fan fiction  artwork  and even music  Harry Potter has captured the imagination of millions.<p>",,,Premium Color 6 x 9 in or 229 - 152 mm Perfect Bound on White w/Gloss Lam,88,,,,30-Jun-10,31-Jul-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6024045,W. Frederick Zimmerman,,,,,,,,31-Jul-10,,96,11-Jun-10,,,,,,9.78E+12,1608880656,9.78161E+12,https://www.amazon.com/dp/1608880656?tag=ai4bookloversgpt-20
Guide to Captured German Documents [World War II Bibliography],9.78161E+12,1608880672,Available for Printing/Download,Perfect Bound,ENG,,,,0,"Weinberg, Gerhard L.",,,Author,,,,,,HIS027100,HISTORY / Wars & Conflicts / World War II / General,REF004000,REFERENCE / Bibliographies & Indexes,,,Nimble Books LLC,,,,,,An essential reference for the serious student of World War II  this is a facsimile reprint of the 1952 publication by the Air University and the War Documentation Project.  The editor was the distinguished historian Gerhard L. Weinberg.,,,B&W 8.5 x 11 in or 280 x 216 mm Perfect Bound on White w/Gloss Lam,92,,N,,30-Jun-10,3-Aug-10,16.99,12.99,20.99,14.99,22.99,40,40,40,40,40,Yes-Destroy,Yes-Destroy,Yes-Destroy,Yes-Destroy,Yes-Destroy,16.99,,15.38,16.99,16.99,16.99,15.38,15.38,16.99,16.99,30,,20,30,30,30,20,20,30,30,,,,,,,,,,,Y,6024045,W. Frederick Zimmerman,,,,,,,,3-Aug-10,17-Nov-23,12,16-Jun-10,,,,,0.52,9.78E+12,1608880672,9.78161E+12,https://www.amazon.com/dp/1608880672?tag=ai4bookloversgpt-20
"War in Afghanistan: Strategy, Military Operations, and Issues for Congress",9.78161E+12,1608880680,Available for Printing/Download,Perfect Bound,ENG,,,,0,"Dale, Catherine","Bowman, Steve",,Author,Author,,,,,HIS027170,HISTORY / Wars & Conflicts / Iraq War (2003-2011),HIS050000,HISTORY / Asia / Central Asia,,,Nimble Books LLC,,,,,,"With a deteriorating security situation and no comprehensive political outcome yet in sight  most observers view the war in Afghanistan as open-ended. By early 2009  a growing number of Members of Congress  Administration officials  and outside experts had concluded that the effort-often called ""America's other war""-required greater national attention. For the Government of the Islamic Republic of Afghanistan (GIRoA)  the war is both a struggle for survival and an effort to establish sustainable security and stability. For the United States  the war in Afghanistan concerns the security of Afghanistan and the region  including denying safe haven to terrorists and helping ensure a stable regional security balance. For regional states  including India and Russia as well as Afghanistan's neighbors Pakistan and Iran  the war may have a powerful impact on the future balance of power and influence in the region. For individual members of the North Atlantic Treaty Organization (NATO)  the war may be about defeating terrorist networks  ensuring regional stability  proving themselves as contributing NATO members  and/or demonstrating NATO's relevance in the 21st century. <p>Since 2001  the character of the war in Afghanistan has evolved from a violent struggle against al Qaeda and its Taliban supporters to a multi-faceted counterinsurgency (COIN) effort. In the aftermath of the terrorist attacks of September 11  2001  the United States launched Operation Enduring Freedom (OEF) in order to end the ability of the Taliban regime to provide safe haven to al Qaeda and to put a stop to al Qaeda's use of the territory of Afghanistan as a base of operations for terrorist activities. In that first phase  U.S. and coalition forces  working with Afghan opposition forces  quickly removed the Taliban regime. <p>After the fall of the Taliban  the character of the war shifted to a multifaceted COIN effort aimed at smothering the diffuse insurgency by shoring up GIRoA efforts to provide security  governance  and economic development. The three areas are generally viewed as interdependent and mutually-reinforcing-security is a prerequisite for some governance and development efforts  and longer-term  sustainable security requires both functional governance and economic opportunity. As one pillar of the COIN campaign in Afghanistan  the Afghan and international military effort aims broadly at defeating the remnants of the Taliban and other insurgents  securing the population  and helping extend the reach of the Afghan government. The international military effort includes both the NATO-led International Security Assistance Force (ISAF)  to which the United States contributes troops  and the separate U.S.-led OEF mission. <p>In his December 3  2009  speech President Obama identified several objectives in Afghanistan and Pakistan: (1) disrupt  dismantle  and defeat al Qaeda; (2) deny al Qaeda a safe haven; (3) reverse the Taliban's momentum and deny it the ability to overthrow the government; and (4) strengthen the capacity of the Afghan security forces and government to better protect and serve population centers. To accomplish this  President Obama ordered the deployment of an additional 30 000 troops to the region  which will bring the U.S. total to almost 100 000 troops. This deployment will be staged over several months  with the full additional complement being in-country by the end of the summer 2010. Noting that Afghan operations continue to be an international effort  President Obama expressed confidence that some of 42 coalition allies will also be increasing their contributions. NATO Secretary-General Rasmussen echoed this confidence  stating that he expects NATO allies to contribute at least an additional 5 000 troops in 2010. <p>This report will be updated as events warrant.",,,B&W 8.5 x 11 in or 280 x 216 mm Perfect Bound on White w/Gloss Lam,78,,N,,30-Jun-10,29-Jul-10,16.99,12.99,20.99,14.99,22.99,40,40,40,40,40,Yes-Destroy,Yes-Destroy,Yes-Destroy,Yes-Destroy,Yes-Destroy,16.99,,15.38,16.99,16.99,16.99,15.38,15.38,16.99,16.99,30,,20,30,30,30,20,20,30,30,,,,,,,,,,,Y,6024045,W. Frederick Zimmerman,,,,,,,,29-Jul-10,17-Nov-23,12,16-Jun-10,,,,,0.451,9.78E+12,1608880680,9.78161E+12,https://www.amazon.com/dp/1608880680?tag=ai4bookloversgpt-20
Yuri the Lion: Three Stories,9.78161E+12,1608880699,Title has expired,Perfect Bound,ENG,,,,0,"Gerovasiliou, Oreanthy",,,Author,,,,,,JUV002150,"JUVENILE FICTION / Animals / Lions, Tigers, Leopards, etc.",JUV039050,JUVENILE FICTION / Social Themes / Emotions & Feelings,JUV039200,JUVENILE FICTION / Social Themes / Manners & Etiquette,Nimble Books LLC,,,,,,Yuri  a gentle  playful lion  learns how to behave at circle time; how to make special friends; and how to take turns.  Charming color illustrations by the author  four pages of outline sketches for coloring by children.,,,Premium Color 8.5 x 8.5 in or 216 x 216 mm Perfect Bound on White w/Gloss Lam,48,,N,,30-Jun-10,28-Jul-10,13,10,14,12,15,20,25,20,20,20,No,No,No,No,No,13,,13,,,,,13,13,,20,,20,,,,,20,20,,,,,,,,,,,,Y,6024045,W. Frederick Zimmerman,,,,,,,,28-Jul-10,,81,16-Jun-10,,,,,0.308,9.78E+12,1608880699,9.78161E+12,https://www.amazon.com/dp/1608880699?tag=ai4bookloversgpt-20
Light Infantry Forces: A Bibliography,9.78161E+12,1608880702,Available for Printing/Download,Perfect Bound,ENG,,,,0,"McMichael, Scott R.",,,Author,,,,,,HIS027180,HISTORY / Military / Special Forces,,,,,Nimble Books LLC,,,,,,This annotated bibliography was initially developed in conjunction withthe initiative of the Department of the Army in 1983 to develop the forcestructure for 10 000-man light infantry divisions. Its goals were toprovide annotated historical references for the combat experiences ofprevious light divisions and to list historical sources on the force designprocess  especially in regard to attempts to lighten the force or to respondto improvements in technology on the battlefield. The first draft of thisbibliography was distributed in September and October 1983 as a quickreference to force planners across the Army.Since that time  the bibliography has been expanded  but the generalfocus remains the same  historical light divisions and the force designprocess. It addresses light infantry forces of the twentieth century withprimary emphasis on World War II and later. This document can serve as astarting point for force designers' research into the origins organizations  capabilities  and combat experiences of light infantry forces.In order to permit widespread distribution of this bibliography  onlyunclassified sources have been cited. However  additional classifieddocuments on the subject exist  particularly in regard to technical analysesof force capabilities. A number of these are available in the Combined ArmsResearch Library (CARL) at Fort Leavenworth  Kansas.The enclosed charts describe light infantry and close combat forces ofWorld War II as well as some of those in being today.,,,B&W 8 x 10 in or 254 x 203mm Perfect Bound on White w/Gloss Lam,28,,N,,30-Jun-10,15-Jul-10,16.99,12.99,20.99,14.99,22.99,40,40,40,40,40,Yes-Destroy,Yes-Destroy,Yes-Destroy,Yes-Destroy,Yes-Destroy,16.99,,15.38,16.99,16.99,16.99,15.38,15.38,16.99,16.99,30,,20,30,30,30,20,20,30,30,,,,,,,,,,,Y,6024045,W. Frederick Zimmerman,,,,,,,,15-Jul-10,17-Nov-23,39,17-Jun-10,,,,,0.175,9.78E+12,1608880702,9.78161E+12,https://www.amazon.com/dp/1608880702?tag=ai4bookloversgpt-20
Light Infantry: A Historical Perspective,9.78161E+12,1608880710,Available for Printing/Download,Perfect Bound,ENG,,,,0,"McMichael, Scott R.",,,Author,,,,,,HIS027000,HISTORY / Military / General,TEC025000,TECHNOLOGY & ENGINEERING / Military Science,,,Nimble Books LLC,,,,,,The U.S. Army's commitment to light divisions is testimony to the importance of light infantry in modern war. The continuing usefulness of light forces goes beyond their ease of deployment. Light infantry exemplifies a state of mind that reveals itself in a unique tactical style  versatility  and elan that are so vital in battle.<p>While the structure of light infantry makes it admirably equipped to fight in restricted terrain  it operates at considerable disadvantage in areas more suited to heavy forces. As with any military organization  commanders must consider both the capabilities and limitations of light infantry before committing it to battle. Major Scott R  McMichael provides a valuable historical perspective for understanding the characteristics  organization  and operations of light infantry forces.<p>Major McMichael's Research Survey examines four light infantry forces operating in varying settings: the Chindits in the 1944 Burma campaign against the Japanese: the Chinese Communist Forces during the Korean War; British operations in Malaya and Borneo from 1948 to 1966: and the First Special Service Force in its battles in the mountains of Itali during World War II.  These examples are diverse in terms of time  areas of operations  and opposing forces  yet they reveal common characteristics of light forces and their operations.<p>A Historical Perspective on Light Infantry is based on extensive research in primary and secondary historical sources. The author has uncovered numerous doctrinal and operational manuals and reports and has gone beyond them to explore the more personal side of light infantry operations. This study is both fascinating reading and a valuable historica  analysis of the capabilities and limitations of light infantry when faced with the test of battle. <p>,,,B&W 8.5 x 11 in or 280 x 216 mm Perfect Bound on White w/Gloss Lam,252,,N,,30-Jun-10,9-Jul-10,19.99,14.99,24.99,17.99,26.99,40,40,40,40,40,Yes-Destroy,Yes-Destroy,Yes-Destroy,Yes-Destroy,Yes-Destroy,19.99,,18.19,19.99,19.99,19.99,18.19,18.19,19.99,19.99,30,,20,30,30,30,20,20,30,30,,,,,,,,,,,Y,6024045,W. Frederick Zimmerman,,,,,,,,9-Jul-10,17-Nov-23,12,17-Jun-10,,,,,1.309,9.78E+12,1608880710,9.78161E+12,https://www.amazon.com/dp/1608880710?tag=ai4bookloversgpt-20
Professor Barrister's Dinosaur Mysteries #2: The Case of the Armored Allosaurus,9.78161E+12,1608880184,Available for Printing/Download,Perfect Bound,ENG,,,,0,"Penner, Stephen",,,Author,,,,,,JUV002060,JUVENILE FICTION / Animals / Dinosaurs & Prehistoric Creatures,,,,,Nimble Books LLC,,,,,,"In this second installment of the series  world-famous paleontologist Professor Reginald Barrister and third-grade dinosaur experts Nate and Emily travel back to dinosaur times to investigate a mysterious Allosaurus fossil.  The fossil shows the dominant predator of Jurassic North America with large armor plates across its back  but Allosaurus didn't have armor--or did it?  Professor Barrister  Nate and Emily will have to brave gigantic sauropods  spike wielding herbivores  and of course the monstrous Allosaurus to solve the mystery!<p>Stephen Penner is a children's book author and illustrator who lives near Seattle with his wife  young son and even younger daughter.  He got the idea for ""Professor Barrister's Dinosaur Mysteries"" from a game he made up with his dinosaur-loving son.  When not writing and drawing  he enjoys painting  reading and traveling.<p>",,,Premium Color 5.5 x 8.5 in or 216 x 140 mm Perfect Bound on White w/Gloss Lam,54,,N,,22-Jun-10,12-Mar-10,15.99,11.99,20.99,14.99,21.99,40,40,40,40,40,No,No,No,No,No,15.99,,14.99,15.99,15.99,15.99,14.99,14.99,15.99,15.99,30,,20,30,30,30,20,20,30,30,,,,,,,,,,,Y,6024045,W. Frederick Zimmerman,,,,,,,,12-Mar-10,17-Nov-23,85,4-Mar-10,,,,,0.167,9.78E+12,1608880184,9.78161E+12,https://www.amazon.com/dp/1608880184?tag=ai4bookloversgpt-20
"Uncharted Waters: Expeditionary Operations and the Naval Component of Union Military Strategy in the Us Civil War, 1861-1862",9.78161E+12,1608880427,Available for Printing/Download,Perfect Bound,ENG,,,,0,"Canfield, Major Daniel T.",,,Author,,,,,,HIS036050,HISTORY / United States / Civil War Period (1850-1877),,,,,Nimble Books LLC,,,,,,,,,B&W 8.25 x 11 in or 280 x 210 mm Perfect Bound on White w/Gloss Lam,62,,N,,15-Jun-10,20-Apr-10,20.99,15.99,25.99,18.99,27.99,40,40,40,40,40,Yes-Destroy,Yes-Destroy,Yes-Destroy,Yes-Destroy,Yes-Destroy,20.99,,19.05,20.99,20.99,20.99,19.05,19.05,20.99,20.99,30,,20,30,30,30,20,20,30,30,,,,,,,,,,,Y,6024045,W. Frederick Zimmerman,,,,,,,,20-Apr-10,17-Nov-23,6,15-Apr-10,,,,,0.362,9.78E+12,1608880427,9.78161E+12,https://www.amazon.com/dp/1608880427?tag=ai4bookloversgpt-20
Blood on Our Hands: The American Invasion and Destruction of Iraq,9.78193E+12,193484098X,Available for Printing/Download,Perfect Bound,ENG,,,,0,"Davies, Nicolas J. S.","Ferencz, Ben",,Author,Foreword by,,,,,HIS027170,HISTORY / Wars & Conflicts / Iraq War (2003-2011),LAW051000,LAW / International,HIS026000,HISTORY / Middle East / General,Nimble Pluribus,,,,,,"The invasion and occupation of Iraq wasn't just a tragic mistake.  It was a crime. <p>From the planning of aggression in 2002 through years of hostile military occupation  the United States systematically violated the United Nations Charter  the Geneva Conventions and virtually every principle of international law and order.<p>America's crimes against the people of Iraq were shielded from public scrutiny by what senior U.S. military officers called the ""quiet  disguised  media-free approach"" developed in Central America in the 1980s.  The echo chamber of the Western corporate media fleshed out the Pentagon's propaganda to create a virtual Iraq in the minds of the public  feeding a political discourse that bore no relation to the real war it was waging  the country it was destroying or the lives of its inhabitants.<p>In an easily readable and flowing narrative  Nicolas Davies has carefully taken apart the wall of propaganda surrounding one of history's most significant military disasters and most serious international crimes: non-existent WMDs; the equally fictitious ""centuries-old sectarian blood feud"" in Iraq; and the secrecy of the dirty war waged by American-led death squads.  Unlike other writers  Davies has firmly placed each aspect of the war within a coherent context of illegal aggression  hostile military occupation and popular resistance  to uncover the brutal reality of a war that has probably killed at least a million people.<p>""A clear  intelligent and accurate description of how we are involved in aggression in Iraq.  Congratulations!"" - Benjamin B. Ferencz  former Chief Prosecutor  U.S. War Crimes Tribunal  Nuremberg.<p>""If the Iraq occupation lasts another 50 years  it's doubtful a better account of it will be produced than this one."" - David Swanson  Author of Daybreak: Undoing the Imperial Presidency and Forming a More Perfect Union.<p>",,,B&W 6 x 9 in or 229 x 152 mm Perfect Bound on White w/Gloss Lam,440,,N,,15-Jun-10,24-May-10,23.99,17.99,29.99,21.99,31.99,40,40,40,40,40,No,No,No,No,No,23.99,,22,23.99,23.99,23.99,22,22,23.99,23.99,30,,20,30,30,30,20,20,30,30,,,,,,,,,,,Y,6024045,W. Frederick Zimmerman,,,,,,,,24-May-10,8-Dec-23,23,20-May-10,,,,,1.292,9.78E+12,193484098X,9.78193E+12,https://www.amazon.com/dp/193484098X?tag=ai4bookloversgpt-20
Strategic Airpower Elements in Interwar German Air Force Doctrine,9.78161E+12,1608880532,Available for Printing/Download,Perfect Bound,ENG,,,,0,"Muscha, William R.",,,Author,,,,,,HIS027140,HISTORY / Military / Aviation & Space,HIS027100,HISTORY / Wars & Conflicts / World War II / General,TEC025000,TECHNOLOGY & ENGINEERING / Military Science,Nimble Books LLC,,,,,,Germany reestablished its air force during the last half of the interwar period of 1919 to1939  a period in which airpower theorists attempted to merge the new technology of aviation with traditional roles of the military. The Royal Air Force adopted the offensive use of airpower to attack enemy sources power as its primary mission and focused on defeating the enemy nation. Great Britain's national strategic situation  its lessons from World War I  and its air leadership all contributed toward this adoption. The Germansituation was different. Its lessons from World War I  its traditional views on the roles of its army  its strategic situation  and its fragmented air leadership contributed toward its adoption of an air doctrine that focused on defeating enemy military forces  not enemy sources of power. The Treaty of Versailles also restricted the size of its military and the kinds of aircraft it could build  affecting its air force's mission. This thesis addresses the development of a new technology and its adoption as either a doctrinal evolution or revolution. It also addresses the question of why one nation might see more value in strategic air doctrine rather than a doctrine focused on the enemy's military.,,,B&W 8.25 x 11 in or 280 x 210 mm Perfect Bound on White w/Gloss Lam,106,,N,,15-Jun-10,28-Jul-10,16.99,12.99,20.99,14.99,22.99,40,40,40,40,40,Yes-Destroy,Yes-Destroy,Yes-Destroy,Yes-Destroy,Yes-Destroy,16.99,,15.38,16.99,16.99,16.99,15.38,15.38,16.99,16.99,30,,20,30,30,30,20,20,30,30,,,,,,,,,,,Y,6024045,W. Frederick Zimmerman,,,,,,,,28-Jul-10,17-Nov-23,6,4-Jun-10,,,,,0.572,9.78E+12,1608880532,9.78161E+12,https://www.amazon.com/dp/1608880532?tag=ai4bookloversgpt-20
Army Air Force Special Operations in the Balkans During World War II,9.78161E+12,1608880540,Title has expired,Perfect Bound,ENG,,,,0,,,,,,,,,,,,,,,,Nimble Books LLC,,,,,,Of all the Army Air Forces' many operations in the Second World War  none was more demanding or important than those supporting the activities of resistance groups fighting the Axis powers.  The special operations supporting the Yugoslavian partisans fighting the forces of Nazism in the Balkans required particular dedication and expertise. Balkan flying conditions demanded the best of flying skills  and the tenacious German defenses in that troubled region complicated this challenge even further. In this study  Professor William Leary examines what might fairly be called one of the most important early experiences in the history of Air Force special operations.,,,B&W 6.14 x 9.21 in or 234 x 156 mm (Royal 8vo) Perfect Bound on White w/Gloss Lam,50,,,,15-Jun-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6024045,W. Frederick Zimmerman,,,,,,,,,,49,7-Jun-10,,,,,,9.78E+12,1608880540,9.78161E+12,https://www.amazon.com/dp/1608880540?tag=ai4bookloversgpt-20
Alien: How Operational Art Devoured Strategy,9.78161E+12,1608880559,Available for Printing/Download,Perfect Bound,ENG,,,,0,"Kelly, Justin","Brennan, Mike",,Author,Author,,,,,HIS027060,HISTORY / Military / Strategy,TEC025000,TECHNOLOGY & ENGINEERING / Military Science,,,Nimble Books LLC,,,,,,"The publication of the 1982 version of Army FieldManual (FM) 100-5  Operations  introduced to theEnglish-speaking world the idea of an operational levelof war which encompassed the planning and conductof campaigns and major operations. It was followed 3years later by the introduction of the term ""operationalart"" which was  in practice  the skillful managementof the operational level of war. This conception ofan identifiably separate level of war that definedthe jurisdiction of the profession of arms was  for anumber of historical and cultural reasons  attractive toU.S. practitioners and plausible to its English-speakingallies. As a result  it and its associated doctrine spreadrapidly around the world.<p>This monograph argues that the idea of anoperational level of war charged with the planning andconduct of campaigns misconceives the relationshipbetween wars  campaigns  and operations  and is bothhistorically mistaken and wrong in theory. BrigadierJustin Kelly (Australian Army Retired) and Dr. MichaelBrennan conclude that its incorporation into U.S.doctrine has had the regrettable impact of separatingthe conduct of campaigns from the conduct of warsand consequently marginalized the role of politics inthe direction of war. In essence  they argue that theidea of the campaign has come to overwhelm that ofstrategy.<p>This monograph argues that as warfare continues todiffuse across definitional and conceptual boundariesand as the close orchestration of all of the instrumentsof national power becomes even more important the current conception of campaigns and operationsbecomes crippling. To cope with these demands byformulating and prosecuting ""national campaigns ""the authors propose that the responsibility forcampaign design should ""actually"" return to thepolitical-strategic leadership of nations supported bythe entirety of the state bureaucracy. This would markthe return of the campaign to its historical sources. Ifthe United States and its allies fail to make this change they risk continuing to have a ""way of battle"" ratherthan a ""way of war.""<p>",,,B&W 6 x 9 in or 229 x 152 mm Perfect Bound on White w/Gloss Lam,130,,N,,15-Jun-10,6-Aug-10,16.99,12.99,20.99,14.99,22.99,40,40,40,40,40,Yes-Destroy,Yes-Destroy,Yes-Destroy,Yes-Destroy,Yes-Destroy,16.99,,15.38,16.99,16.99,16.99,15.38,15.38,16.99,16.99,30,,20,30,30,30,20,20,30,30,,,,,,,,,,,Y,6024045,W. Frederick Zimmerman,,,,,,,,6-Aug-10,17-Nov-23,23,7-Jun-10,,,,,0.409,9.78E+12,1608880559,9.78161E+12,https://www.amazon.com/dp/1608880559?tag=ai4bookloversgpt-20
